system,t,prediction,id,description
openstack,t-bug,sw-,1984,document templat section definit murano packa
,,,,
openstack,t-bug,sw-,1983,match api method region nova place cinder error cinder nova use code cinder remo
,,,,
openstack,t-bug,sw-,1982,interface place vlan segment environ caus sens
,,,,
openstack,t-bug,sw-,1981,error hyper thread enabl miss count respons client list cpu
,,,,
openstack,t-bug,sw-,1980,system test snapshot revert time sync network perform
,,,,
openstack,t-bug,sw-,1979,ntegrat test function nailgun api intern object
,,,,
openstack,t-bug,sw-,1978,caus bootstrap admin script set interface dhcp mode mode choos
,,,,
openstack,t-bug,hw-,1977,deploy barbican api queue worker node race condit api node press order queue action save result worker fail process order retriev order
,,,,
openstack,t-bug,sw-,1976,fter plugin architectur pep work run
,,,,
openstack,t-bug,sw-,1975,project volum creat volum volum snapshot click delet volum delet snapshot releas display messag
,,,,
openstack,t-bug,sw-,1974,hen creat subnet creat subnet dialog check box disabl gateway check user click subnet detail tab dialog releas disabl display creat
,,,,
openstack,t-new,sw-,1973,region support conf need add configur region name assign region name control region detect cinder servic call configur volum attach
,,,,
openstack,t-bug,sw-,1972,cleanup initi config config registr regist
,,,,
openstack,t-bug,sw-,1971,instal window look
,,,,
openstack,t-bug,sw-,1970,follow page boot case detect bug document caus interpret boot syntax document follo
,,,,
openstack,t-bug,sw-,1969,fault handl creat server request bodi
,,,,
openstack,t-bug,sw-,1968,fail deploy deploy fuel use neutron vlan segment use vlan manag store
,,,,
openstack,t-bug,sw-,1967,hen control restart port devic doesnt exist
,,,,
openstack,t-bug,sw-,1966,neutron tool log file neutron agent log end
,,,,
openstack,t-bug,sw-,1965,reat stack follow templat give valu key name succeed
,,,,
openstack,t-bug,sw-,1964,chang http need assum version import modul need cha
,,,,
openstack,t-bug,sw-,1963,doc page index version imag api api refer
,,,,
openstack,t-bug,sw-,1962,domain descript mention keyston
,,,,
openstack,t-bug,sw-,1961,default driver nova network driver use leav confus return result set function give class defin interface rais implement error function inst
,,,,
openstack,t-bug,sw-,1960,debug kolla cmd build base run setup instal star
,,,,
openstack,t-bug,sw-,1959,hen schedul ask comput run comput manag check resourc resourc track
,,,,
openstack,t-bug,sw-,1958,git master http http auth token queri match
,,,,
openstack,t-bug,sw-,1957,hen agent start send server messag flag state server method use cast method send messag guarante server get start messag test messag miss result server updat start time agent entri send lpop dri
,,,,
openstack,t-bug,sw-,1956,ceilomet test ubuntu fail error
,,,,
openstack,t-bug,sw-,1955,python bind leav retri rate limit erro
,,,,
openstack,t-bug,sw-,1954,hang add firewal driver logic determin vif detail pass nova plug ask firewal set server side requir mean deploy upgrad liberti mitaka agent use hybrid driver break server configur firewal dri
,,,,
openstack,t-bug,sw-,1953,age http visual see languag switch page display
,,,,
openstack,t-bug,sw-,1952,end section instruct review start neutron agent servic servic fail start log file
,,,,
openstack,t-bug,sw-,1951,script report tempest result work fail follow trace http
,,,,
openstack,t-new,sw-,1950,domain scope argument domain group domain project domain filter group project command role add doc miss
,,,,
openstack,t-bug,sw-,1949,gate project order run unit test
,,,,
openstack,t-bug,sw-,1948,hen system load charact channel attach happen instal devic show command caus detach fail detach devic libvirt volum code run attach time devic show time system load
,,,,
openstack,t-bug,sw-,1947,resourc creat fix use exist base
,,,,
openstack,t-bug,sw-,1946,delet chang http metadata system metadata block devic map set delet need migrat delet
,,,,
openstack,t-new,sw-,1945,document build miss packag gener http
,,,,
openstack,t-bug,sw-,1944,reproduc issu tri resiz flavor case resiz state
,,,,
openstack,t-bug,sw-,1943,specifi request includ tenant uri allow user choos project interact use header assign api choos user proje
,,,,
openstack,t-bug,sw-,1942,chapter target give data need caus
,,,,
openstack,t-bug,sw-,1941,help text config flag edit
,,,,
openstack,t-bug,sw-,1940,ask version murano git instal instal version
,,,,
openstack,t-bug,sw-,1939,folk index bug handl xml today use json patch document xml assum work xml way proce
,,,,
openstack,t-bug,sw-,1938,openstack api document state disk config method return respons bodi api return respons state
,,,,
openstack,t-bug,sw-,1937,fter run tox directori pbr gener
,,,,
openstack,t-new,sw-,1936,ith merg http resourc outlin api
,,,,
openstack,t-bug,sw-,1935,section instal configur control node compon detail text
,,,,
openstack,t-bug,sw-,1934,flavor creat command fail error
,,,,
openstack,t-bug,sw-,1933,hen issu credenti name password horizon give error detect
,,,,
openstack,t-bug,sw-,1932,allow set sort option click header depend tabl client side sort prevent need way side sort
,,,,
openstack,t-bug,sw-,1931,default set cinder conf default tri cinder list volum result
,,,,
openstack,t-bug,sw-,1930,tri add imag command add regist get stream imag data
,,,,
openstack,t-bug,sw-,1929,boot flavor imag key name
,,,,
openstack,t-bug,sw-,1928,relat blueprint network connect rise
,,,,
openstack,t-bug,sw-,1927,work bug fail check devstack
,,,,
openstack,t-bug,sw-,1926,version auth legaci log action merg branch merg help batch user investig auth
,,,,
openstack,t-bug,sw-,1925,region review http recommend chang name meth
,,,,
openstack,t-bug,sw-,1924,sahara pep fail error pleas assum look
,,,,
openstack,t-bug,sw-,1923,run iso issu get problem failur
,,,,
openstack,t-bug,sw-,1922,hen creat server secur group name assign element name attribut
,,,,
openstack,t-bug,sw-,1921,report file assum time http server start download report
,,,,
openstack,t-bug,sw-,1920,text report use case descript servic hyperlink defin descript tag
,,,,
openstack,t-bug,sw-,1919,add export system test
,,,,
openstack,t-bug,sw-,1918,name spec renam
,,,,
openstack,t-bug,sw-,1917,add skip quit test need fix
,,,,
openstack,t-bug,sw-,1916,evstack plugin look instal dashboard plugin horizon
,,,,
openstack,t-bug,sw-,1915,releas fuelmain sha fuellib sha auth ask api nailgun sha output docker python fuelclient sha astut sha featur group miranti releas fuelmain sha fuellib sha
,,,,
openstack,t-bug,sw-,1914,qlalchemi sql default compar imag locat rais sequenc result see performan
,,,,
openstack,t-bug,sw-,1913,add test test environ work api test scenario test defin provid resourc launch stack check resourc
,,,,
openstack,t-bug,sw-,1912,hen tri use client bunch list get error messa
,,,,
openstack,t-bug,sw-,1911,auth middlewar redirect admin api client redirect index servic api keyston need add configur set conf
,,,,
openstack,t-bug,sw-,1910,ipsec site connect valid check router assign access data vpn servic tab
,,,,
openstack,t-bug,sw-,1909,option configur transfer suffix transfer case
,,,,
openstack,t-bug,sw-,1908,hen batch api oper oper succeed fail
,,,,
openstack,t-bug,sw-,1907,creat flavor flavor admin user allow
,,,,
openstack,t-bug,sw-,1906,environ user regist system activ directori integrate keyston look system use system propos paramet membership reduc user user keyston horizon
,,,,
openstack,t-new,sw-,1905,inc switch mitaka develop add fuel
,,,,
openstack,t-bug,sw-,1904,case produc error messag test fail fix
,,,,
openstack,t-bug,sw-,1903,use test environ http need python client version http
,,,,
openstack,t-bug,sw-,1902,look use trust filter comput capabl filter aggreg case extra spec filter
,,,,
openstack,t-bug,sw-,1901,request get resourc resourc match resourc return error bodi respons
,,,,
openstack,t-bug,sw-,1900,hen exception rise add creat imag imag creat imag delet
,,,,
openstack,t-bug,sw-,1899,build miranti build number output dev ostf sha fuelmain sha astut sha releas fuellib sha
,,,,
openstack,t-bug,sw-,1898,think cli mention chapter imag servic place key chapter imag servic command line
,,,,
openstack,t-bug,sw-,1897,need skeleton implement cli comma
,,,,
openstack,t-bug,sw-,1896,configur variabl set root valu set
,,,,
openstack,t-bug,sw-,1895,unittest use jenkin problem develop use mock caus unittest process tabl delet tabl command command assum second creat tabl set test unit test execut hour backend unit test execut
,,,,
openstack,t-new,sw-,1894,bridg network succeed look quantum support
,,,,
openstack,t-bug,sw-,1893,dsvm network use plugin
,,,,
openstack,t-bug,sw-,1892,noop firewal driver use libvirt hybrid driver leav crash spawn
,,,,
openstack,t-bug,sw-,1891,hen tri retriev templat exist get delet get state code resourc ask state code state code
,,,,
openstack,t-bug,sw-,1890,fter creat bunch vmware plugin configur tab tab see tab messag
,,,,
openstack,t-bug,sw-,1889,config ipv rst network gui
,,,,
openstack,t-bug,sw-,1888,logic read volum cinder volum driver vnx cli logic cinder volum manag
,,,,
openstack,t-bug,sw-,1887,eilomet error messag pars middlewar count custom error messag length set messag length header set integ valu header
,,,,
openstack,t-bug,sw-,1886,check check see modul load network
,,,,
openstack,t-bug,sw-,1885,ahara servic type chang data process data process need servic name ostf test keyston detect endpoint servic type
,,,,
openstack,t-bug,sw-,1884,build doc run setup fail sphinx ask tool ask wiki instruct
,,,,
openstack,t-new,sw-,1883,xml murray ncc group report file messag use entiti keyston requ
,,,,
openstack,t-bug,sw-,1882,hen get metadata agent pass endpoint type get servic catalog retriev auth url client default admin
,,,,
openstack,t-bug,sw-,1881,hen tri test float get follow quantum ser
,,,,
openstack,t-bug,sw-,1880,follow error fuel env delet
,,,,
openstack,t-bug,sw-,1879,tabl request fuel gerrit show state
,,,,
openstack,t-new,sw-,1878,hen configur problem add paramet configur valu leav valu pair result valu pair pass savanna
,,,,
openstack,t-bug,sw-,1877,complain code use none non
,,,,
openstack,t-bug,sw-,1876,hen router auto schedul configur agent count router scope max agent router auto schedul router schedul router age
,,,,
openstack,t-bug,sw-,1875,ser permiss delet fil
,,,,
openstack,t-bug,sw-,1874,sing master devstack master servic
,,,,
openstack,t-bug,sw-,1873,case type miss trunk prevent work
,,,,
openstack,t-bug,sw-,1872,issu overlook core review repositori need caus check
,,,,
openstack,t-bug,sw-,1871,team index method replac cleanup unit
,,,,
openstack,t-bug,sw-,1870,keyston token plugin keyston router docstr fix match
,,,,
openstack,t-bug,sw-,1869,get port call big switch plugin field fail error
,,,,
openstack,t-bug,sw-,1868,run test box run port
,,,,
openstack,t-bug,sw-,1867,case resourc delet network port assum agent set time proce
,,,,
openstack,t-bug,sw-,1866,hen run python get help
,,,,
openstack,t-bug,sw-,1865,test function test imag test imag imag test imag unset
,,,,
openstack,t-bug,sw-,1864,data trove backup datastor datastor versi
,,,,
openstack,t-bug,sw-,1863,agent schedul extens expos api assign resourc agent need document support plugin
,,,,
openstack,t-bug,sw-,1862,hope use sqlite unit test sqlite
,,,,
openstack,t-bug,sw-,1861,evstack test host use doc host name node develop clone caus host name node hostnam devstack end show hypervisor hypervisor list error creat
,,,,
openstack,t-bug,sw-,1860,stack subcommand stack file check environ
,,,,
openstack,t-bug,sw-,1859,name client function import version mod
,,,,
openstack,t-bug,sw-,1858,test case name unit test quota see
,,,,
openstack,t-bug,sw-,1857,nova test run use virtual
,,,,
openstack,t-bug,sw-,1856,plugin regist label problem node node label associ problem prevent zuul assign node run problem function regist node
,,,,
openstack,t-bug,sw-,1855,logic download imag task download imag
,,,,
openstack,t-bug,sw-,1854,state show activ activ associ
,,,,
openstack,t-bug,sw-,1853,wait task complet edg case
,,,,
openstack,t-bug,sw-,1852,hen split role manag backend api case test backend ldap switch call role api examp
,,,,
openstack,t-bug,sw-,1851,follow test case valid way valid http method tri creat monitor lbaa api test unit method give exception think need valid input paramet
,,,,
openstack,t-bug,sw-,1850,nova set test fail outlin
,,,,
openstack,t-bug,hw-,1849,miss ask error messag substitut valu see deploy fail method deploy node miss ask
,,,,
openstack,t-bug,sw-,1848,eypair gener includ user name control node gener comment field
,,,,
openstack,t-bug,sw-,1847,unit test engin event modul
,,,,
openstack,t-bug,sw-,1846,mechan instal ask jar context ask proper
,,,,
openstack,t-bug,sw-,1845,secur add gate test bunch issu rais issu need
,,,,
openstack,t-bug,sw-,1844,ook code comput version need handl search keyston role
,,,,
openstack,t-bug,sw-,1843,code disk format creat imag support
,,,,
openstack,t-bug,sw-,1842,ref document http type data default option pla
,,,,
openstack,t-new,sw-,1841,eilomet count packag miss ubuntu pleas add
,,,,
openstack,t-new,sw-,1840,access secur manag rule action add
,,,,
openstack,t-bug,sw-,1839,hen creat user use api cli client horizon pass domain match write domain creat default default
,,,,
openstack,t-bug,sw-,1838,extend support includ cento tri deprec cento effect chang submit gerrit review sahara cdh plugin manag cdh use file start
,,,,
openstack,t-bug,sw-,1837,reset method driver paramet call accept default set true api paramet get string condit method look
,,,,
openstack,t-bug,sw-,1836,problem use zuul cloner access constraint see
,,,,
openstack,t-bug,sw-,1835,show network verif action result fuel stat bunch
,,,,
openstack,t-bug,sw-,1834,ollow extens class inherit extens extens
,,,,
openstack,t-new,sw-,1833,python client manag allow pair por
,,,,
openstack,t-bug,sw-,1832,test python test manag interface get data exception run run python run list run python run load list fail iron test driver test manag test case test manag interface get data exception tag worker empti attach stdout context sqlite assum . info migrat context sqlite info migrat assum info migrat run traceback call file line return func file line test manag interface get data exception file line equal self assert detect messag file line assert rais mismatch error mismatch error mention get data error error fail get data error object test fail failur error fail error invoc error test python test manag interface get data exception error command fail
,,,,
openstack,t-bug,sw-,1831,creat router attach subnet tri detach subnet fail debug code detect extra rout get rout router return rout
,,,,
openstack,t-bug,sw-,1830,test test vnf monitor vnf test monitor test creat vnf monitor tosca
,,,,
openstack,t-bug,sw-,1829,launch case field popul time comput case conclus notif move build run case field popul notif
,,,,
openstack,t-bug,sw-,1828,split move bunch api compat ident cross call complic
,,,,
openstack,t-new,sw-,1827,field api outlin includ base volum support
,,,,
openstack,t-bug,sw-,1826,transfer side code discuss press class tosca type comput discuss press custom execut need chang need implement custom type
,,,,
openstack,t-bug,sw-,1825,subnet configur gateway gateway set subnet creat chang gateway exist subn
,,,,
openstack,t-bug,sw-,1824,follow exception happen agent port bind
,,,,
openstack,t-bug,sw-,1823,ccord http oper issu enabl manag plug
,,,,
openstack,t-bug,sw-,1822,map devic discoveri agent filter devic need
,,,,
openstack,t-bug,sw-,1821,log data dump request bodi log request
,,,,
openstack,t-bug,sw-,1820,follow detect use nsx
,,,,
openstack,t-bug,sw-,1819,hen trust schedul run default valu
,,,,
openstack,t-bug,sw-,1818,fail merg hack check neutron
,,,,
openstack,t-bug,sw-,1817,look configur problem issu agent win imag see screenshot
,,,,
openstack,t-bug,sw-,1816,process fail
,,,,
openstack,t-bug,sw-,1815,ith version neutron vpnaa instal
,,,,
openstack,t-bug,sw-,1814,hen use backend add imag oper fail leav rollback oper delet imag creat
,,,,
openstack,t-bug,sw-,1813,command fail devic mount
,,,,
openstack,t-bug,sw-,1812,want abil boot imag node mode see thread http
,,,,
openstack,t-bug,sw-,1811,migrat close session backend result user leav need close second
,,,,
openstack,t-new,sw-,1810,quantum plugin ask agent function reli quantum dhcp agent work correct
,,,,
openstack,t-bug,sw-,1809,mention prefix flag get remov essex relea
,,,,
openstack,t-bug,sw-,1808,menu use check switch menu
,,,,
openstack,t-bug,sw-,1807,variabl method use remov
,,,,
openstack,t-bug,sw-,1806,hen review code shell detect use servic updat polici error
,,,,
openstack,t-bug,sw-,1805,orizon crash remov log user proje
,,,,
openstack,t-bug,sw-,1804,think type servic name
,,,,
openstack,t-bug,sw-,1803,column type action start time action time set sqlalchemi float default time valu store
,,,,
openstack,t-bug,sw-,1802,target http configur option includ past ini enforc load oper engin discuss extend project use past conclus scope
,,,,
openstack,t-new,sw-,1801,write python support mean version replac support drop interface leav match handl self paramet need pass bring drop
,,,,
openstack,t-new,sw-,1800,need action list menu detail detail bootstrap support way add
,,,,
openstack,t-bug,sw-,1799,need servic enabl task execut contain clean
,,,,
openstack,t-bug,sw-,1798,hen develop environ tox fail
,,,,
openstack,t-bug,sw-,1797,driver prevent delet neutron network tie
,,,,
openstack,t-bug,sw-,1796,hen extend volum class display volum
,,,,
openstack,t-bug,sw-,1795,key error tri boot case code line
,,,,
openstack,t-new,sw-,1794,hang introduc http reflect documentati
,,,,
openstack,t-bug,sw-,1793,role test releas requir mitaka
,,,,
openstack,t-bug,sw-,1792,issu http get request api assign limit valu queri string integ api return intern server error look
,,,,
openstack,t-bug,sw-,1791,get verif resourc result
,,,,
openstack,t-bug,sw-,1790,need packag build fuel packag master branch cento
,,,,
openstack,t-bug,sw-,1789,team refactor conf option chang power driver load need import conf
,,,,
openstack,t-bug,sw-,1788,master master pkg ubu
,,,,
openstack,t-bug,sw-,1787,race produc pki token overlook produc json bodi remov whitespac charact case follow json
,,,,
openstack,t-bug,sw-,1786,hen charact use name horizon miss gener case write
,,,,
openstack,t-bug,sw-,1785,omain mention page data wiki look page domain featur http
,,,,
openstack,t-bug,sw-,1784,hen read doc notic followi
,,,,
openstack,t-bug,sw-,1783,page http code snippet ident servic endpoint url admin access
,,,,
openstack,t-bug,sw-,1782,ttempt delet stack swift signal handl result error swi
,,,,
openstack,t-bug,sw-,1781,plug open stack network
,,,,
openstack,t-bug,sw-,1780,finish pacemak fail start mysql reb
,,,,
openstack,t-bug,sw-,1779,version support get data method get data work test show
,,,,
openstack,t-bug,sw-,1778,configur comput fail log file line file line result method file line action result context file line return line save self object context self name error name trace traceback call trace file line wait trace wait trace file line wait trace return wait trace file line wait trace return exit event wait trace file line wait trace return hub get trace nova file line switch trace return switch trace file line trace nova result function trace file line run servic trace servic start trace file line trace nova self manag start hook trace file line start hook trace self updat resourc nova context get trace file line resourc trace updat resourc context trace file line trace nova return trace nova file line resourc trace self comput node resourc trace file line trace self resourc stat true trace file line trace self tracker save trace file line trace nova dev save trace file line trace nova trace file line action trace arg trace file line call trace return rais call method trace file line trace return cast call trace file line call trace result rpc call context topic trace file line call trace return conf context topic trace file line call trace rpc get connect pool conf connect trace file line call trace list trace file line trace rais result trace nova name error name trace traceback call trace trace file line trace trace trace file line trace result method trace trace file line action trace result trace trace file line trace nova return trace nova trace file line trace nova self object context self trace trace name error name
,,,,
openstack,t-bug,sw-,1777,hen creat polici use ident api
,,,,
openstack,t-bug,sw-,1776,ttp defin devic devic templat vnf attribut devic vnf devic templat
,,,,
openstack,t-bug,sw-,1775,volum clean tempest test run see screenshot complet test
,,,,
openstack,t-bug,sw-,1774,ccord softwar config input assign json json structur pass script hook dump environ variabl shell script python script handl
,,,,
openstack,t-bug,sw-,1773,see error glanc api configur memori happen get glanc api run
,,,,
openstack,t-bug,sw-,1772,http check configur neutron detect plugin look alarm show alarm state api work
,,,,
openstack,t-bug,sw-,1771,forward tri reus token get api report failur voic token valid caus assum forward run second comput node assum tenant forward caus default tenant token request run token second
,,,,
openstack,t-bug,sw-,1770,pass succeed test rpc gate test list add piec run script resourc miss test fai
,,,,
openstack,t-bug,sw-,1769,instal open stack use essex branch devstack instal detect quantum servic fail start error import argument quantum import config error look chang proje
,,,,
openstack,t-bug,sw-,1768,icmp creat secur group rule port scope min min port scope max max get rule type code icmp icmp
,,,,
openstack,t-bug,sw-,1767,hen exist keyston client output error rais use thi
,,,,
openstack,t-bug,sw-,1766,error python file
,,,,
openstack,t-new,sw-,1765,mware hit connect time tri clone org today see problem propos problem git
,,,,
openstack,t-new,sw-,1764,header polici outlin open stack http
,,,,
openstack,t-bug,sw-,1763,initi zone sequenc remov target wwpn initi zone code delet zone time delet creation zone miss access volum disk
,,,,
openstack,t-bug,sw-,1762,hang break agent window
,,,,
openstack,t-bug,sw-,1761,regist test test sqlalchemi test import modul call get api init
,,,,
openstack,t-bug,sw-,1760,noth set need overrid set functi
,,,,
openstack,t-new,sw-,1759,add neutron plugin perform eventlet
,,,,
openstack,t-bug,sw-,1758,insert rule exist polici give error attribut error object attribut
,,,,
openstack,t-bug,sw-,1757,page output encod user email address user input valid user email address creation process inject script tag email address cross site script issu
,,,,
openstack,t-bug,sw-,1756,case secur group fail error
,,,,
openstack,t-bug,sw-,1755,deploy environ dvr popul agent neutron option system test templat fuel option templat need want test configur
,,,,
openstack,t-bug,sw-,1754,hile execut record list command get
,,,,
openstack,t-bug,sw-,1753,problem run instal target directori get error horizon instal tri file root way set mount return relat problem want reus exist repositori check open stack instal branch check clone repositori
,,,,
openstack,t-new,sw-,1752,releas tarbal check transfer merg
,,,,
openstack,t-bug,sw-,1751,big switch topolog sync function includ data network includ port float address subnet miss tenant
,,,,
openstack,t-bug,sw-,1750,inder test test use rais regex renam assert rais python version
,,,,
openstack,t-bug,sw-,1749,dhcp option dhcp option ovn logic port option
,,,,
openstack,t-bug,sw-,1748,emov key case volum tabl add case column place nova bug
,,,,
openstack,t-bug,sw-,1747,iron run region name keyston client caus problem
,,,,
openstack,t-bug,sw-,1746,system log modul use place propos use oslo log librari version log use log level info debug log modul system log mod
,,,,
openstack,t-bug,sw-,1745,request use autosc group
,,,,
openstack,t-bug,sw-,1744,function need run execut run root flag set true need add command rootwrap
,,,,
openstack,t-bug,sw-,1743,exception rais extend volum handl manag
,,,,
openstack,t-bug,sw-,1742,rule api bunch mode driver use export manag api leav backward compat recommend support way export manag need chang driver use set api export polici creat export rule creat export rule chang
,,,,
openstack,t-bug,sw-,1741,hen keyston multipl type servic command get uniqu match excepti
,,,,
openstack,t-bug,sw-,1740,eat patch report meth
,,,,
openstack,t-bug,sw-,1739,need fix allow debug capabl manila share servic use debug share servic bug fix requir leav develop debug capabl
,,,,
openstack,t-bug,sw-,1738,set xen kvm libvirt driver window win node boot case patch add context libvirt driver xen kvm fix prob
,,,,
openstack,t-bug,sw-,1737,error case map rule document
,,,,
openstack,t-bug,sw-,1736,user creat activ directori applic murano environ follow name domain domain domain domain deploy fail follow error
,,,,
openstack,t-bug,sw-,1735,eport interv send heartbeat servic neutron servic respond rpc messag updat agent heartbeat record heartbeat compar configur agent time determin agent agent state use schedul network dhcp agent
,,,,
openstack,t-bug,sw-,1734,network remov fuel version fuel client deprec warn option mention network remo
,,,,
openstack,t-bug,sw-,1733,reat snapshot case test boot result hyper exception hyper wmi problem fail state trace http
,,,,
openstack,t-bug,sw-,1732,eed chang master mitaka bran
,,,,
openstack,t-bug,sw-,1731,introduc support multipl branch migrat directori neutron manag break check migrat project branch tool properli handl type directori
,,,,
openstack,t-bug,sw-,1730,ook fix http notic api api hook context hook properli detect check admin role http polici relat code run header polici engin dict run polici engin count log level bump debug servic notic log entri
,,,,
openstack,t-bug,sw-,1729,neutron assum port devic owner start
,,,,
openstack,t-bug,sw-,1728,look neutron ask access nova order vif plug break tripleo problem
,,,,
openstack,t-bug,sw-,1727,plugin extens filter use
,,,,
openstack,t-new,sw-,1726,discuss bug check project gate use cla sign enforc entri author file file auto gener packag use python setup command file exist project swift keyston nova
,,,,
openstack,t-bug,sw-,1725,creat role edit role admin
,,,,
openstack,t-bug,sw-,1724,merg http bring function write test test
,,,,
openstack,t-bug,sw-,1723,default dashboard renam grizzli leav peopl upgrad leav deprec mechan thing
,,,,
openstack,t-bug,sw-,1722,qlalchemi queri use code quantum plugin
,,,,
openstack,t-bug,sw-,1721,templat config servic type servic type case fail provis
,,,,
openstack,t-bug,sw-,1720,reation network type fail support
,,,,
openstack,t-bug,sw-,1719,return code caus warn log mean caus
,,,,
openstack,t-bug,sw-,1718,bunch fedora build failur today packa
,,,,
openstack,t-bug,sw-,1717,ser need option leav pair tosca templat access vnf
,,,,
openstack,t-bug,sw-,1716,hile review notif notic docstr miss case discov definit regist event
,,,,
openstack,t-bug,sw-,1715,day see kernel crash http
,,,,
openstack,t-bug,sw-,1714,failur format chang absent directori fail set see file exist
,,,,
openstack,t-bug,sw-,1713,ith cpu disabl devstack test restart libvirt bin servic servic instal need
,,,,
openstack,t-bug,sw-,1712,check gate run test run unittest fail tempest name design
,,,,
openstack,t-bug,sw-,1711,test use test rest test case class gain access auth build function caus databas fixtur load break helper function infrastructur class improve
,,,,
openstack,t-bug,sw-,1710,test ignor glanc code infrastructur
,,,,
openstack,t-bug,sw-,1709,class document file updat class
,,,,
openstack,t-bug,sw-,1708,hen manag use float give error object attribut
,,,,
openstack,t-bug,sw-,1707,admin system system
,,,,
openstack,t-bug,sw-,1706,need updat cache start trigger softwar
,,,,
openstack,t-bug,sw-,1705,remov deprec auth option
,,,,
openstack,t-bug,sw-,1704,creat creat server server delet test finish
,,,,
openstack,t-new,sw-,1703,polici file updat use polici languag creat polici file read list list oper
,,,,
openstack,t-bug,sw-,1702,use host chang puppet copi puppet log
,,,,
openstack,t-new,sw-,1701,servic time report interv servic see report
,,,,
openstack,t-bug,sw-,1700,exit discov bvt test check packag
,,,,
openstack,t-bug,sw-,1699,bin comput schedul network fail read bin conf index process start daemon assign bin nova
,,,,
openstack,t-bug,sw-,1698,resourc url map detail
,,,,
openstack,t-new,sw-,1697,suse secur team report followi
,,,,
openstack,t-bug,sw-,1696,penstack manual doc comput
,,,,
openstack,t-bug,sw-,1695,ttp get merg review need problem run servic
,,,,
openstack,t-bug,sw-,1694,deprec import driver deprec liberti remov info keyston core use default dogpil sha mangl key region token driver keyston implement action request implement error traceback call error keyston file line modul error keyston exit error keyston file line error keyston cli config file file error keyston file line error keyston command cmd class error keyston file line error keyston token manag token error keyston file line token error keyston rais exception implement error keyston implement action request implement error keyston expect result error
,,,,
openstack,t-bug,sw-,1693,document folk use http use gener document command subcommand http use subcommand get subcommand complet subcommand mean add chang subcommand list need updat complet subcommand
,,,,
openstack,t-bug,sw-,1692,eat resourc group need test
,,,,
openstack,t-bug,sw-,1691,add abil creat node group templat volum mount prefix param
,,,,
openstack,t-new,sw-,1690,review track work add dhcp support network ovn piec miss support work add agent neutron tie dhcp support liberti region spec
,,,,
openstack,t-bug,sw-,1689,rior keyston user get credenti
,,,,
openstack,t-bug,sw-,1688,public key read disk inject init check line inject cloud init yaml line break yaml format creat init work result boot cmd run network
,,,,
openstack,t-bug,sw-,1687,case heartbeat test deploy run control
,,,,
openstack,t-bug,sw-,1686,email infrastructur alarm plugin
,,,,
openstack,t-bug,sw-,1685,templat use creat packag http
,,,,
openstack,t-new,sw-,1684,leas remov voic chapter store focu architectur design
,,,,
openstack,t-bug,sw-,1683,api endpoint chang power provis state document
,,,,
openstack,t-bug,sw-,1682,run script run memori number argument problem loop pars argum
,,,,
openstack,t-bug,sw-,1681,reat server min count max count accept rais requ
,,,,
openstack,t-bug,sw-,1680,tabl use tabl featur widget show default messag filter yield detail case need
,,,,
openstack,t-new,sw-,1679,search result continu leav search page destroy ask search helper check help
,,,,
openstack,t-new,sw-,1678,work agent complain follow time oper
,,,,
openstack,t-new,sw-,1677,ceph need add group neutron neutron
,,,,
openstack,t-bug,sw-,1676,hen run migrat see error repeat comput log file trace see
,,,,
openstack,t-bug,sw-,1675,leav region name give endpoint servic type servic region get endpoint look add endpoint give type region get region error prevent command region
,,,,
openstack,t-bug,sw-,1674,notif sync case object chang detail
,,,,
openstack,t-bug,sw-,1673,prevent compat config compat
,,,,
openstack,t-bug,sw-,1672,omain role domain assign domain role domain user project domain
,,,,
openstack,t-bug,sw-,1671,connect neutron interface bridg adapt set mode allow case virtual box need mode need neutron
,,,,
openstack,t-bug,sw-,1670,block store api api data type string
,,,,
openstack,t-bug,sw-,1669,listen port host address api server chang config file conflict exist
,,,,
openstack,t-new,sw-,1668,discov capabl support http propos cha
,,,,
openstack,t-bug,sw-,1667,follow command miss paramet net
,,,,
openstack,t-bug,sw-,1666,hen alarm delet need updat state
,,,,
openstack,t-bug,sw-,1665,network role yaml miss empti result erro
,,,,
openstack,t-bug,sw-,1664,client renam share snapshot
